InventoryID_x,Source_x,LanguageCode_x,LanguageName_x,Glottocode_x,GlottologName_x,Trump_x,LanguageFamilyRoot_x,LanguageFamilyGenus_x,Country_x,Area_x,Population_x,Latitude_x,Longitude_x,Phonemes_x,Consonants_x,Tones_x,Vowels_x,InventoryID_y,Source_y,LanguageCode_y,LanguageName_y,Glottocode_y,GlottologName_y,Trump_y,LanguageFamilyRoot_y,LanguageFamilyGenus_y,Country_y,Area_y,Population_y,Latitude_y,Longitude_y,Phonemes_y,Consonants_y,Tones_y,Vowels_y,elevation
1507,GM,ndo,Ndonga (Eunda),ndon1254,Ndonga,4,ncon,Bantoid,Namibia,Africa,807000,-17.6417,19.1631,36,29,2,5,1507.0,GM,ndo,Ndonga (Eunda),ndon1254,Ndonga,4.0,ncon,Bantoid,Namibia,Africa,807000,-17.6417,19.1631,36.0,29.0,2.0,5.0,1124.274536132812
1508,GM,xon,Konkomba,konk1269,Konkomba,1,ncon,Gur,Ghana,Africa,500000,9.822239999999999,0.2783,38,21,3,14,1508.0,GM,xon,Konkomba,konk1269,Konkomba,1.0,ncon,Gur,Ghana,Africa,500000,9.822239999999999,0.2783,38.0,21.0,3.0,14.0,130.6133728027344
1509,GM,zag,Beria,zagh1240,Zaghawa,1,nsah,Eastern Saharan,Sudan,Africa,75000,17.4842,23.4626,33,21,3,9,1509.0,GM,zag,Beria,zagh1240,Zaghawa,1.0,nsah,Eastern Saharan,Sudan,Africa,75000,17.4842,23.4626,33.0,21.0,3.0,9.0,978.405029296875
1510,GM,zwa,Zway,zayy1238,Zay,1,afas,Semitic,Ethiopia,Africa,4880,8.01148,38.8258,37,23,0,14,1510.0,GM,zwa,Zway,zayy1238,Zay,1.0,afas,Semitic,Ethiopia,Africa,4880,8.01148,38.8258,37.0,23.0,0.0,14.0,1637.829223632812
1511,GM,zmx,Leke,bomi1238,Bomitaba,1,ncon,Bantoid,Congo,Africa,9600,1.7004400000000002,17.3733,28,16,2,10,1511.0,GM,zmx,Leke,bomi1238,Bomitaba,1.0,ncon,Bantoid,Congo,Africa,9600,1.7004400000000002,17.3733,28.0,16.0,2.0,10.0,335.6531372070312
1512,GM,bbo,"Bobo, North",nort2819,Northern Bobo Madare,1,ncon,Western Mande,Burkina Faso,Africa,35000,12.4182,-4.47538,37,21,3,13,1512.0,GM,bbo,"Bobo, North",nort2819,Northern Bobo Madare,1.0,ncon,Western Mande,Burkina Faso,Africa,35000,12.4182,-4.47538,37.0,21.0,3.0,13.0,465.7605895996094
1513,GM,bez,Bena,bena1262,Bena (Tanzania),1,ncon,Bantoid,Tanzania,Africa,670000,-9.26671,35.0364,34,22,2,10,1513.0,GM,bez,Bena,bena1262,Bena (Tanzania),1.0,ncon,Bantoid,Tanzania,Africa,670000,-9.26671,35.0364,34.0,22.0,2.0,10.0,1705.517211914062
1514,GM,gkp,"Kpelle, North",guin1254,Guinea Kpelle,1,ncon,Western Mande,Guinea,Africa,308000,7.931960000000001,-8.988430000000001,39,24,3,12,1514.0,GM,gkp,"Kpelle, North",guin1254,Guinea Kpelle,1.0,ncon,Western Mande,Guinea,Africa,308000,7.931960000000001,-8.988430000000001,39.0,24.0,3.0,12.0,467.9148254394531
1515,GM,kke,Kakabe,kaka1265,Kakabe,1,ncon,Western Mande,Guinea,Africa,4100,10.5962,-11.4418,38,22,2,14,1515.0,GM,kke,Kakabe,kaka1265,Kakabe,1.0,ncon,Western Mande,Guinea,Africa,4100,10.5962,-11.4418,38.0,22.0,2.0,14.0,815.8833618164062
1516,GM,llc,Lele,lele1266,Lele (Guinea),1,ncon,Western Mande,Guinea,Africa,23000,8.98043,-10.370999999999999,28,19,2,7,1516.0,GM,llc,Lele,lele1266,Lele (Guinea),1.0,ncon,Western Mande,Guinea,Africa,23000,8.98043,-10.370999999999999,28.0,19.0,2.0,7.0,545.330322265625
1517,GM,lom,Looma,loma1260,Loma (Liberia),1,ncon,Western Mande,Liberia,Africa,165000,7.91585,-9.699060000000001,51,21,2,28,1517.0,GM,lom,Looma,loma1260,Loma (Liberia),1.0,ncon,Western Mande,Liberia,Africa,165000,7.91585,-9.699060000000001,51.0,21.0,2.0,28.0,484.7051086425781
1518,GM,mev,Mano,mann1248,Mann,1,ncon,Eastern Mande,Liberia,Africa,188000,7.04616,-8.86405,39,22,3,14,1518.0,GM,mev,Mano,mann1248,Mann,1.0,ncon,Eastern Mande,Liberia,Africa,188000,7.04616,-8.86405,39.0,22.0,3.0,14.0,237.2376251220703
1519,GM,tye,Kyanga,kyen1242,Kyenga,1,ncon,Eastern Mande,Nigeria,Africa,4000,11.5953,3.5865099999999996,37,22,3,12,1519.0,GM,tye,Kyanga,kyen1242,Kyenga,1.0,ncon,Eastern Mande,Nigeria,Africa,4000,11.5953,3.5865099999999996,37.0,22.0,3.0,12.0,238.5549011230469
1520,GM,sho,Shanga,shan1282,Shanga,1,ncon,Eastern Mande,Nigeria,Africa,5000,11.2752,4.41464,37,22,3,12,1520.0,GM,sho,Shanga,shan1282,Shanga,1.0,ncon,Eastern Mande,Nigeria,Africa,5000,11.2752,4.41464,37.0,22.0,3.0,12.0,171.6154937744141
1521,GM,abu,Abure,abur1243,Abure,1,ncon,Kwa,Côte d'Ivoire,Africa,55100,5.21534,-3.64123,36,20,2,14,1521.0,GM,abu,Abure,abur1243,Abure,1.0,ncon,Kwa,Côte d'Ivoire,Africa,55100,5.21534,-3.64123,36.0,20.0,2.0,14.0,8.016931533813477
1522,GM,abb,Bankon,bank1256,Bankon,1,ncon,Bantoid,Cameroon,Africa,12000,4.3702,9.6403,37,26,4,7,1522.0,GM,abb,Bankon,bank1256,Bankon,1.0,ncon,Bantoid,Cameroon,Africa,12000,4.3702,9.6403,37.0,26.0,4.0,7.0,85.94852447509766
1523,GM,afu,Efutu,awut1241,Awutu,1,ncon,Kwa,Ghana,Africa,180000,5.42441,-0.59545,50,30,2,18,1523.0,GM,afu,Efutu,awut1241,Awutu,1.0,ncon,Kwa,Ghana,Africa,180000,5.42441,-0.59545,50.0,30.0,2.0,18.0,37.93768692016602
1524,GM,agq,Aghem,aghe1239,Aghem,1,ncon,Bantoid,Cameroon,Africa,26700,6.3895599999999995,10.0807,49,28,2,19,1524.0,GM,agq,Aghem,aghe1239,Aghem,1.0,ncon,Bantoid,Cameroon,Africa,26700,6.3895599999999995,10.0807,49.0,28.0,2.0,19.0,1021.221984863281
1525,GM,arv,Arbore,arbo1245,Arbore,1,afas,Eastern Cushitic,Ethiopia,Africa,4440,4.92183,36.7986,59,49,0,10,1525.0,GM,arv,Arbore,arbo1245,Arbore,1.0,afas,Eastern Cushitic,Ethiopia,Africa,4440,4.92183,36.7986,59.0,49.0,0.0,10.0,515.79541015625
1526,GM,abi,Abidji,abid1235,Abidji,1,ncon,Kwa,Côte d'Ivoire,Africa,50500,5.65656,-4.58421,38,21,2,15,1526.0,GM,abi,Abidji,abid1235,Abidji,1.0,ncon,Kwa,Côte d'Ivoire,Africa,50500,5.65656,-4.58421,38.0,21.0,2.0,15.0,93.93246459960938
1527,GM,adj,Adioukrou,adio1239,Adioukrou,1,ncon,Kwa,Côte d'Ivoire,Africa,100000,5.382280000000001,-4.52522,32,21,4,7,1527.0,GM,adj,Adioukrou,adio1239,Adioukrou,1.0,ncon,Kwa,Côte d'Ivoire,Africa,100000,5.382280000000001,-4.52522,32.0,21.0,4.0,7.0,60.44964599609375
1528,GM,ahi,"Aizi, Tiagba",tiag1235,Tiagbamrin Aizi,1,ncon,Kru,Côte d'Ivoire,Africa,9000,5.28022,-4.62352,32,24,0,8,1528.0,GM,ahi,"Aizi, Tiagba",tiag1235,Tiagbamrin Aizi,1.0,ncon,Kru,Côte d'Ivoire,Africa,9000,5.28022,-4.62352,32.0,24.0,0.0,8.0,9.4943208694458
1529,GM,ald,Alladian,alla1248,Alladian,1,ncon,Kwa,Côte d'Ivoire,Africa,23000,5.22371,-4.42647,36,23,2,11,1529.0,GM,ald,Alladian,alla1248,Alladian,1.0,ncon,Kwa,Côte d'Ivoire,Africa,23000,5.22371,-4.42647,36.0,23.0,2.0,11.0,0.9747521281242371
1530,GM,ahs,Tinɔr,ashe1269,Ashe,1,ncon,Platoid,Nigeria,Africa,35000,9.365739999999999,7.394430000000001,36,24,3,9,1530.0,GM,ahs,Tinɔr,ashe1269,Ashe,1.0,ncon,Platoid,Nigeria,Africa,35000,9.365739999999999,7.394430000000001,36.0,24.0,3.0,9.0,591.361083984375
1531,GM,zdj,Shindazidja,ngaz1238,Ngazidja Comorian,1,ncon,Bantoid,Comoros,Africa,300000,-11.6129,43.36,48,41,2,5,1531.0,GM,zdj,Shindazidja,ngaz1238,Ngazidja Comorian,1.0,ncon,Bantoid,Comoros,Africa,300000,-11.6129,43.36,48.0,41.0,2.0,5.0,424.2428588867188
1532,GM,ibe,Akpes,akpe1248,Akpes,1,ncon,Akpes ,Nigeria,Africa,10000,7.502560000000001,5.95559,34,21,3,10,1532.0,GM,ibe,Akpes,akpe1248,Akpes,1.0,ncon,Akpes ,Nigeria,Africa,10000,7.502560000000001,5.95559,34.0,21.0,3.0,10.0,497.3438720703125
1533,GM,etx,Iten,eten1239,Eten,1,ncon,Platoid,Nigeria,Africa,40000,9.73073,8.61443,74,63,5,6,1533.0,GM,etx,Iten,eten1239,Eten,1.0,ncon,Platoid,Nigeria,Africa,40000,9.73073,8.61443,74.0,63.0,5.0,6.0,886.4365844726562
1534,GM,nus,Nuer,nuer1246,Nuer,1,nsah,Nilotic,Sudan,Africa,740000,8.13911,32.3829,48,20,0,28,1534.0,GM,nus,Nuer,nuer1246,Nuer,1.0,nsah,Nilotic,Sudan,Africa,740000,8.13911,32.3829,48.0,20.0,0.0,28.0,408.3446044921875
1535,GM,gel,West Kainji,kagf1238,Kag-Fer-Jiir-Koor-Ror-Us-Zuksun,1,ncon,Kainji,Nigeria,Africa,36000,11.5319,4.8387,56,36,4,16,1535.0,GM,gel,West Kainji,kagf1238,Kag-Fer-Jiir-Koor-Ror-Us-Zuksun,1.0,ncon,Kainji,Nigeria,Africa,36000,11.5319,4.8387,56.0,36.0,4.0,16.0,300.556640625
1536,GM,idu,Idu,idom1241,Idoma,1,ncon,Idomoid,Nigeria,Africa,600000,7.191389999999999,7.712610000000001,75,47,5,23,1536.0,GM,idu,Idu,idom1241,Idoma,1.0,ncon,Idomoid,Nigeria,Africa,600000,7.191389999999999,7.712610000000001,75.0,47.0,5.0,23.0,254.1237182617188
1537,GM,iri,Rigwe,irig1241,Irigwe,1,ncon,Platoid,Nigeria,Africa,40000,9.85197,8.6525,95,79,4,12,1537.0,GM,iri,Rigwe,irig1241,Irigwe,1.0,ncon,Platoid,Nigeria,Africa,40000,9.85197,8.6525,95.0,79.0,4.0,12.0,983.1243896484375
1538,GM,izr,Izere,izer1241,Izere,1,ncon,Platoid,Nigeria,Africa,50000,9.93195,9.09741,39,27,5,7,1538.0,GM,izr,Izere,izer1241,Izere,1.0,ncon,Platoid,Nigeria,Africa,50000,9.93195,9.09741,39.0,27.0,5.0,7.0,1300.3984375
1539,GM,jer,Jere,jere1244,Jere,1,ncon,Kainji,Nigeria,Africa,23000,10.1962,8.95834,44,24,4,16,1539.0,GM,jer,Jere,jere1244,Jere,1.0,ncon,Kainji,Nigeria,Africa,23000,10.1962,8.95834,44.0,24.0,4.0,16.0,870.677978515625
1540,GM,agb,Leggbo,legb1242,Legbo,1,ncon,Cross River,Nigeria,Africa,60000,6.02645,7.98385,53,38,3,12,1540.0,GM,agb,Leggbo,legb1242,Legbo,1.0,ncon,Cross River,Nigeria,Africa,60000,6.02645,7.98385,53.0,38.0,3.0,12.0,38.21653747558594
1541,GM,lgq,Logba,logb1245,Logba,1,ncon,Kwa,Ghana,Africa,7500,6.928380000000001,0.43068,35,25,3,7,1541.0,GM,lgq,Logba,logb1245,Logba,1.0,ncon,Kwa,Ghana,Africa,7500,6.928380000000001,0.43068,35.0,25.0,3.0,7.0,211.3551025390625
1542,GM,awn,Awngi,awng1244,Awngi,1,afas,Central Cushitic,Ethiopia,Africa,500000,10.9819,36.6916,39,30,3,6,1542.0,GM,awn,Awngi,awng1244,Awngi,1.0,afas,Central Cushitic,Ethiopia,Africa,500000,10.9819,36.6916,39.0,30.0,3.0,6.0,1939.261596679688
1543,GM,glw,Glavda,glav1244,Glavda,1,afas,Biu-Mandara,Nigeria,Africa,28500,11.1334,13.8652,43,34,2,7,1543.0,GM,glw,Glavda,glav1244,Glavda,1.0,afas,Biu-Mandara,Nigeria,Africa,28500,11.1334,13.8652,43.0,34.0,2.0,7.0,418.9295959472656
1544,GM,ahn,Ahaan,ahan1244,Ahan,1,ncon,Defoid,Nigeria,Africa,300,7.441389999999999,6.00896,43,26,3,14,1544.0,GM,ahn,Ahaan,ahan1244,Ahan,1.0,ncon,Defoid,Nigeria,Africa,300,7.441389999999999,6.00896,43.0,26.0,3.0,14.0,460.7574768066406
1545,GM,aye,Uwu,ayer1245,Ayere,1,ncon,Defoid,Nigeria,Africa,3000,7.522060000000001,6.01979,43,26,3,14,1545.0,GM,aye,Uwu,ayer1245,Ayere,1.0,ncon,Defoid,Nigeria,Africa,3000,7.522060000000001,6.01979,43.0,26.0,3.0,14.0,402.4457092285156
1546,GM,rng,Ronga,rong1268,Ronga,1,ncon,Bantoid,Mozambique,Africa,721000,-26.7329,32.6167,69,64,0,5,1546.0,GM,rng,Ronga,rong1268,Ronga,1.0,ncon,Bantoid,Mozambique,Africa,721000,-26.7329,32.6167,69.0,64.0,0.0,5.0,63.51115417480469
1547,GM,wni,"Comorian, Ndzwani",ndzw1235,Ndzwani Comorian,1,ncon,Bantoid,Comoros,Africa,264000,-12.2123,44.3709,39,32,2,5,1547.0,GM,wni,"Comorian, Ndzwani",ndzw1235,Ndzwani Comorian,1.0,ncon,Bantoid,Comoros,Africa,264000,-12.2123,44.3709,39.0,32.0,2.0,5.0,643.2737426757812
1548,GM,biv,Birifor,sout2790,Southern Birifor,1,ncon,Gur,Ghana,Africa,125000,9.2873,-2.7267200000000003,52,25,0,27,1548.0,GM,biv,Birifor,sout2790,Southern Birifor,1.0,ncon,Gur,Ghana,Africa,125000,9.2873,-2.7267200000000003,52.0,25.0,0.0,27.0,228.9266510009766
1549,GM,cwt,Kwatay,kuwa1246,Kuwaataay,1,ncon,Northern Atlantic,Senegal,Africa,6210,12.4825,-16.7484,34,20,4,10,1549.0,GM,cwt,Kwatay,kuwa1246,Kuwaataay,1.0,ncon,Northern Atlantic,Senegal,Africa,6210,12.4825,-16.7484,34.0,20.0,4.0,10.0,5.106902599334717
1550,GM,ati,Attie,atti1239,Attie,1,ncon,Kwa,Côte d'Ivoire,Africa,381000,5.9977,-3.8209,47,24,8,15,1550.0,GM,ati,Attie,atti1239,Attie,1.0,ncon,Kwa,Côte d'Ivoire,Africa,381000,5.9977,-3.8209,47.0,24.0,8.0,15.0,110.6763534545898
1551,GM,aoa,Angolar,ango1258,Angolar,1,afpc,Creoles and Pidgins,São Tomé e Príncipe,Africa,5000,0.11438,6.594860000000001,36,22,2,12,1551.0,GM,aoa,Angolar,ango1258,Angolar,1.0,afpc,Creoles and Pidgins,São Tomé e Príncipe,Africa,5000,0.11438,6.594860000000001,36.0,22.0,2.0,12.0,160.2529449462891
1552,GM,hae,"Oromo, Eastern",east2652,Eastern Oromo,1,afas,Eastern Cushitic,Ethiopia,Africa,4530000,8.67428,41.4395,60,48,2,10,1552.0,GM,hae,"Oromo, Eastern",east2652,Eastern Oromo,1.0,afas,Eastern Cushitic,Ethiopia,Africa,4530000,8.67428,41.4395,60.0,48.0,2.0,10.0,1376.098510742188
1553,GM,pov,Kriyol,uppe1455,Upper Guinea Crioulo,1,afpc,Creoles and Pidgins,Guinea-Bissau,Africa,206000,13.2335,-15.3325,28,23,0,5,1553.0,GM,pov,Kriyol,uppe1455,Upper Guinea Crioulo,1.0,afpc,Creoles and Pidgins,Guinea-Bissau,Africa,206000,13.2335,-15.3325,28.0,23.0,0.0,5.0,38.37322998046875
1554,GM,bss,Akoose,akoo1248,Akoose,1,ncon,Bantoid,Cameroon,Africa,100000,4.9243,9.65522,32,18,2,12,1554.0,GM,bss,Akoose,akoo1248,Akoose,1.0,ncon,Bantoid,Cameroon,Africa,100000,4.9243,9.65522,32.0,18.0,2.0,12.0,905.6549682617188
1555,GM,bqz,Bakaka (Mwaneka),baka1273,Bakaka,1,ncon,Bantoid,Cameroon,Africa,30000,4.79991,9.80402,34,19,2,13,1555.0,GM,bqz,Bakaka (Mwaneka),baka1273,Bakaka,1.0,ncon,Bantoid,Cameroon,Africa,30000,4.79991,9.80402,34.0,19.0,2.0,13.0,470.1965026855469
1556,GM,bqz,Bakaka (Babong),baka1273,Bakaka,2,ncon,Bantoid,Cameroon,Africa,30000,4.79991,9.80402,31,15,2,14,1556.0,GM,bqz,Bakaka (Babong),baka1273,Bakaka,2.0,ncon,Bantoid,Cameroon,Africa,30000,4.79991,9.80402,31.0,15.0,2.0,14.0,470.1965026855469
1557,GM,bqz,Bakaka (Mkaa'),baka1273,Bakaka,3,ncon,Bantoid,Cameroon,Africa,30000,4.79991,9.80402,32,16,2,14,1557.0,GM,bqz,Bakaka (Mkaa'),baka1273,Bakaka,3.0,ncon,Bantoid,Cameroon,Africa,30000,4.79991,9.80402,32.0,16.0,2.0,14.0,470.1965026855469
1558,GM,mbo,Mbo (Ekanang),mboc1235,Mbo (Cameroon),1,ncon,Bantoid,Cameroon,Africa,45000,5.13981,9.927660000000001,35,19,2,14,1558.0,GM,mbo,Mbo (Ekanang),mboc1235,Mbo (Cameroon),1.0,ncon,Bantoid,Cameroon,Africa,45000,5.13981,9.927660000000001,35.0,19.0,2.0,14.0,908.9887084960938
1559,GM,bsi,Bassossi,bass1260,Bassossi,1,ncon,Bantoid,Cameroon,Africa,5000,5.23655,9.52275,34,20,2,12,1559.0,GM,bsi,Bassossi,bass1260,Bassossi,1.0,ncon,Bantoid,Cameroon,Africa,5000,5.23655,9.52275,34.0,20.0,2.0,12.0,368.4929809570312
1560,GM,mbo,Mbo (Ngwatta),mboc1235,Mbo (Cameroon),2,ncon,Bantoid,Cameroon,Africa,45000,5.13981,9.927660000000001,36,21,2,13,1560.0,GM,mbo,Mbo (Ngwatta),mboc1235,Mbo (Cameroon),2.0,ncon,Bantoid,Cameroon,Africa,45000,5.13981,9.927660000000001,36.0,21.0,2.0,13.0,908.9887084960938
1561,GM,lir,Liberian English,libe1240,Liberian English,1,afpc,Creoles and Pidgins,Liberia,Africa,No_estimate_available,6.422999999999999,-10.5284,36,24,0,12,1561.0,GM,lir,Liberian English,libe1240,Liberian English,1.0,afpc,Creoles and Pidgins,Liberia,Africa,No_estimate_available,6.422999999999999,-10.5284,36.0,24.0,0.0,12.0,43.60906600952148
1562,GM,ggu,Gban,gagu1242,Gagu,1,ncon,Eastern Mande,Côte d'Ivoire,Africa,36600,6.40859,-5.51851,36,20,4,12,1562.0,GM,ggu,Gban,gagu1242,Gagu,1.0,ncon,Eastern Mande,Côte d'Ivoire,Africa,36600,6.40859,-5.51851,36.0,20.0,4.0,12.0,194.8290252685547
1563,GM,eto,Eton,eton1253,Eton (Cameroon),1,ncon,Bantoid,Cameroon,Africa,52000,4.21045,11.3935,38,21,2,15,1563.0,GM,eto,Eton,eton1253,Eton (Cameroon),1.0,ncon,Bantoid,Cameroon,Africa,52000,4.21045,11.3935,38.0,21.0,2.0,15.0,527.474609375
1564,GM,rcf,Reunionnais,reun1238,Reunion Creole French,1,afpc,Creoles and Pidgins,Réunion,Africa,555000,-21.1131,55.5321,42,30,0,12,1564.0,GM,rcf,Reunionnais,reun1238,Reunion Creole French,1.0,afpc,Creoles and Pidgins,Réunion,Africa,555000,-21.1131,55.5321,42.0,30.0,0.0,12.0,1577.368041992188
1565,GM,mls,Masalit,nucl1440,Nuclear Masalit,1,nsah,Maban,Sudan,Africa,60900,13.2733,22.1752,45,31,4,10,1565.0,GM,mls,Masalit,nucl1440,Nuclear Masalit,1.0,nsah,Maban,Sudan,Africa,60900,13.2733,22.1752,45.0,31.0,4.0,10.0,799.1452026367188
1566,GM,cri,Saotomense,saot1239,Saotomense,1,afpc,Creoles and Pidgins,São Tomé e Príncipe,Africa,69900,0.28331999999999996,6.61935,32,19,0,13,1566.0,GM,cri,Saotomense,saot1239,Saotomense,1.0,afpc,Creoles and Pidgins,São Tomé e Príncipe,Africa,69900,0.28331999999999996,6.61935,32.0,19.0,0.0,13.0,765.9956665039062
1567,GM,tan,Tangale,nucl1696,Nuclear Tangale,1,afas,West Chadic,Nigeria,Africa,130000,9.754439999999999,11.3228,60,40,2,18,1567.0,GM,tan,Tangale,nucl1696,Nuclear Tangale,1.0,afas,West Chadic,Nigeria,Africa,130000,9.754439999999999,11.3228,60.0,40.0,2.0,18.0,615.3334350585938
1568,GM,suk,Sukuma,suku1261,Sukuma,1,ncon,Bantoid,Tanzania,Africa,5430000,-3.16082,32.8765,57,38,5,14,1568.0,GM,suk,Sukuma,suku1261,Sukuma,1.0,ncon,Bantoid,Tanzania,Africa,5430000,-3.16082,32.8765,57.0,38.0,5.0,14.0,1169.60498046875
1569,GM,mfe,Mauritian Creole,mori1278,Morisyen,1,afpc,Creoles and Pidgins,Mauritius,Africa,800000,-20.2613,57.5517,30,21,0,9,1569.0,GM,mfe,Mauritian Creole,mori1278,Morisyen,1.0,afpc,Creoles and Pidgins,Mauritius,Africa,800000,-20.2613,57.5517,30.0,21.0,0.0,9.0,428.8270263671875
1570,GM,kri,Krio,krio1253,Krio,1,afpc,Creoles and Pidgins,Sierra Leone,Africa,473000,10.8811,-14.3204,35,25,3,7,1570.0,GM,kri,Krio,krio1253,Krio,1.0,afpc,Creoles and Pidgins,Sierra Leone,Africa,473000,10.8811,-14.3204,35.0,25.0,3.0,7.0,23.56425094604492
1571,GM,ktu,Kituba,kitu1246,Kituba (Democratic Republic of Congo),1,afpc,Creoles and Pidgins,Democratic Republic of the Congo,Africa,4200000,-2.29601,17.1548,22,15,2,5,1571.0,GM,ktu,Kituba,kitu1246,Kituba (Democratic Republic of Congo),1.0,afpc,Creoles and Pidgins,Democratic Republic of the Congo,Africa,4200000,-2.29601,17.1548,22.0,15.0,2.0,5.0,339.6449584960938
1572,GM,aks,Akasilimi,akas1242,Akaselem,1,ncon,Gur,Togo,Africa,47500,8.8858,1.37035,52,20,3,29,1572.0,GM,aks,Akasilimi,akas1242,Akaselem,1.0,ncon,Gur,Togo,Africa,47500,8.8858,1.37035,52.0,20.0,3.0,29.0,320.0120849609375
1573,GM,bag,Tuki,tuki1240,Tuki,1,ncon,Bantoid,Cameroon,Africa,26000,4.64348,11.5353,39,25,4,10,1573.0,GM,bag,Tuki,tuki1240,Tuki,1.0,ncon,Bantoid,Cameroon,Africa,26000,4.64348,11.5353,39.0,25.0,4.0,10.0,516.1653442382812
1574,GM,bkc,Baka,baka1272,Baka (Cameroon),1,ncon,Ubangi,Cameroon,Africa,40000,2.16013,13.7804,35,25,3,7,1574.0,GM,bkc,Baka,baka1272,Baka (Cameroon),1.0,ncon,Ubangi,Cameroon,Africa,40000,2.16013,13.7804,35.0,25.0,3.0,7.0,548.694580078125
1575,GM,bmv,Bum,bumm1238,Bum,1,ncon,Bantoid,Cameroon,Africa,21400,6.48655,10.418,47,37,3,7,1575.0,GM,bmv,Bum,bumm1238,Bum,1.0,ncon,Bantoid,Cameroon,Africa,21400,6.48655,10.418,47.0,37.0,3.0,7.0,1082.370361328125
1576,GM,dbq,Daba,nucl1683,Nuclear Daba,1,afas,Biu-Mandara,Cameroon,Africa,24000,10.3521,13.6318,46,36,4,6,1576.0,GM,dbq,Daba,nucl1683,Nuclear Daba,1.0,afas,Biu-Mandara,Cameroon,Africa,24000,10.3521,13.6318,46.0,36.0,4.0,6.0,841.9622802734375
1577,GM,gou,Gavar,gava1241,Gavar,1,afas,Biu-Mandara,Cameroon,Africa,7000,10.5603,13.8188,55,47,3,5,1577.0,GM,gou,Gavar,gava1241,Gavar,1.0,afas,Biu-Mandara,Cameroon,Africa,7000,10.5603,13.8188,55.0,47.0,3.0,5.0,597.3497314453125
1578,GM,gde,Gu'de,gude1246,Gude,1,afas,Biu-Mandara,Nigeria,Africa,68000,10.2138,13.402999999999999,36,30,2,4,1578.0,GM,gde,Gu'de,gude1246,Gude,1.0,afas,Biu-Mandara,Nigeria,Africa,68000,10.2138,13.402999999999999,36.0,30.0,2.0,4.0,827.6951904296875
1579,GM,lno,Lango,lang1322,Lango (Sudan),1,nsah,Nilotic,Sudan,Africa,38000,4.04948,33.0412,32,16,6,10,1579.0,GM,lno,Lango,lang1322,Lango (Sudan),1.0,nsah,Nilotic,Sudan,Africa,38000,4.04948,33.0412,32.0,16.0,6.0,10.0,789.6043090820312
1580,GM,ahl,Igo,igoo1238,Igo,1,ncon,Kwa,Togo,Africa,6000,7.254989999999999,0.6784600000000001,33,23,3,7,1580.0,GM,ahl,Igo,igoo1238,Igo,1.0,ncon,Kwa,Togo,Africa,6000,7.254989999999999,0.6784600000000001,33.0,23.0,3.0,7.0,658.1361694335938
1581,GM,kkj,Kako,kako1242,Kako,1,ncon,Bantoid,Cameroon,Africa,100000,3.79989,15.6282,47,33,2,12,1581.0,GM,kkj,Kako,kako1242,Kako,1.0,ncon,Bantoid,Cameroon,Africa,100000,3.79989,15.6282,47.0,33.0,2.0,12.0,590.7589111328125
1582,GM,knp,Kwanja,kwan1276,Kwanja,1,ncon,Bantoid,Cameroon,Africa,20000,6.30293,11.6931,43,21,4,18,1582.0,GM,knp,Kwanja,kwan1276,Kwanja,1.0,ncon,Bantoid,Cameroon,Africa,20000,6.30293,11.6931,43.0,21.0,4.0,18.0,970.2608642578125
1583,GM,mcu,Mambila,came1252,Cameroon Mambila,1,ncon,Bantoid,Cameroon,Africa,30000,6.43829,11.4195,35,20,4,11,1583.0,GM,mcu,Mambila,came1252,Cameroon Mambila,1.0,ncon,Bantoid,Cameroon,Africa,30000,6.43829,11.4195,35.0,20.0,4.0,11.0,895.5946044921875
1584,GM,meq,Mere,mere1246,Merey,1,afas,Biu-Mandara,Cameroon,Africa,10000,10.7458,14.09,44,33,3,8,1584.0,GM,meq,Mere,mere1246,Merey,1.0,afas,Biu-Mandara,Cameroon,Africa,10000,10.7458,14.09,44.0,33.0,3.0,8.0,643.3627319335938
1585,GM,mfi,Mandara,wand1278,Wandala,1,afas,Biu-Mandara,Cameroon,Africa,23500,11.3169,13.8996,52,45,2,5,1585.0,GM,mfi,Mandara,wand1278,Wandala,1.0,afas,Biu-Mandara,Cameroon,Africa,23500,11.3169,13.8996,52.0,45.0,2.0,5.0,337.062255859375
1586,GM,coh,Chonyi,chon1287,Chonyi-Dzihana-Kauma,1,ncon,Bantoid,Kenya,Africa,121000,-3.79746,39.7553,47,40,2,5,1586.0,GM,coh,Chonyi,chon1287,Chonyi-Dzihana-Kauma,1.0,ncon,Bantoid,Kenya,Africa,121000,-3.79746,39.7553,47.0,40.0,2.0,5.0,109.0781860351562
1587,GM,dig,Digo,digo1243,Digo,1,ncon,Bantoid,Kenya,Africa,217000,-4.62101,39.1752,48,41,2,5,1587.0,GM,dig,Digo,digo1243,Digo,1.0,ncon,Bantoid,Kenya,Africa,217000,-4.62101,39.1752,48.0,41.0,2.0,5.0,30.74349594116211
1588,GM,dug,Duruma,duru1249,Duruma,1,ncon,Bantoid,Kenya,Africa,247000,-4.09629,39.321999999999996,47,40,2,5,1588.0,GM,dug,Duruma,duru1249,Duruma,1.0,ncon,Bantoid,Kenya,Africa,247000,-4.09629,39.321999999999996,47.0,40.0,2.0,5.0,196.0128784179688
